paper_id,query_seed,title,year,venue,doi,url,authors,problem_claimed,mechanism,hidden_assumptions,fixed_variables,ignored_failures,less_novel,open_questions,relevance_score,bucket,notes,source
198,control authority,Shared control authority between human and autonomous driving system for intelligent vehicles,2026,,10.70675/20e8a6bdz12d6z4eeaz9b8aza58484a8a5cb,https://doi.org/10.70675/20e8a6bdz12d6z4eeaz9b8aza58484a8a5cb,; Shriram Jugade,,,,,,,,34,,,crossref
786,human-robot shared control,Characterizing efficiency of human robot interaction: a case study of shared-control teleoperation,2003,IEEE/RSJ International Conference on Intelligent Robots and System,10.1109/irds.2002.1043932,https://doi.org/10.1109/irds.2002.1043932,J.W. Crandall; M.A. Goodrich,,,,,,,,33,,,crossref
92,shared autonomy,"An Architecture To Support Autonomy, Teleoperation, And Shared Control",2005,"Proceedings of the 1988 IEEE International Conference on Systems, Man, and Cybernetics",10.1109/icsmc.1988.754341,https://doi.org/10.1109/icsmc.1988.754341,R. Lumia; J.C. Fiala; A.J. Wavering,,,,,,,,33,,,crossref
494,assistive teleoperation robot,Contextual task-aware shared autonomy for assistive mobile robot teleoperation,2014,2014 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2014.6943023,https://doi.org/10.1109/iros.2014.6943023,Ming Gao; Jan Oberlander; Thomas Schamm; J. Marius Zollner,,,,,,,,33,,,crossref
309,teleoperation intent inference,Online Adaptive Teleoperation via Incremental Intent Modeling,2017,Proceedings of the Companion of the 2017 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3029798.3038370,https://doi.org/10.1145/3029798.3038370,Xuning Yang; Koushil Sreenath; Nathan Michael,,,,,,,,33,,,crossref
1047,robot assistance handover authority,Safe robot affordance-based grasping and handover for Human-Robot assistive applications,2024,IECON 2024 - 50th Annual Conference of the IEEE Industrial Electronics Society,10.1109/iecon55916.2024.10905268,https://doi.org/10.1109/iecon55916.2024.10905268,Cesare Luigi Blengini; Pangcheng David Cen Cheng; Marina Indri,,,,,,,,33,,,crossref
973,physical human robot interaction autonomy,Safety for Human-Robot Interaction with a Shared Autonomy,2024,Proceedings of the Cardiff University Engineering Research Conference 2023,10.18573/conf1.v,https://doi.org/10.18573/conf1.v,S A Tafrishi; A A Ravankar; Y Hirata,,,,,,,,33,,,crossref
715,authority allocation robot,Driving Together: Intent-Aware Dynamic Authority Allocation for Shared Control,2026,,10.2139/ssrn.6459553,https://doi.org/10.2139/ssrn.6459553,Abhimanyu Pratap Singh; Husain Kanchwala; Kai Li Lim; Mehmet Yildirimoglu,,,,,,,,33,,,crossref
585,assistive teleoperation robot,Human-robot integrated teleoperation,1999,Advanced Robotics,10.1163/156855399x01738,https://doi.org/10.1163/156855399x01738,Sooyong Lee; Munsang Kim; Chong-Won Lee,,,,,,,,32,,,crossref
539,assistive teleoperation robot,A Mixed Reality Based Teleoperation Interface for Mobile Robot,2011,Mixed Reality and Human-Robot Interaction,10.1007/978-94-007-0582-1_5,https://doi.org/10.1007/978-94-007-0582-1_5,X. Wang; J. Zhu,,,,,,,,32,,,crossref
546,assistive teleoperation robot,Tangible interfaces for robot teleoperation,2011,Proceedings of the 6th international conference on Human-robot interaction,10.1145/1957656.1957746,https://doi.org/10.1145/1957656.1957746,Gabriele Randelli; Matteo Venanzi; Daniele Nardi,,,,,,,,32,,,crossref
23,shared autonomy,Shared Autonomy and Teleoperation,2017,Human-Robot Interaction in Social Robotics,10.1201/b13004-6,https://doi.org/10.1201/b13004-6,Takayuki Kanda; Hiroshi Ishiguro,,,,,,,,32,,,crossref
558,assistive teleoperation robot,Robot Teleoperation with Augmented Reality Virtual Surrogates,2019,2019 14th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1109/hri.2019.8673306,https://doi.org/10.1109/hri.2019.8673306,Michael E. Walker; Hooman Hedayati; Daniel Szafir,,,,,,,,32,,,crossref
547,assistive teleoperation robot,"My Robot, My Motion: Expressive Real-Time Teleoperation",2025,2025 20th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1109/hri61500.2025.10974103,https://doi.org/10.1109/hri61500.2025.10974103,Mayumi Mohan; Katherine J. Kuchenbecker,,,,,,,,32,,,crossref
778,human-robot shared control,Experimental Evaluation of Divisible Human-Robot Shared Control for Teleoperation Assistance,2018,TENCON 2018 - 2018 IEEE Region 10 Conference,10.1109/tencon.2018.8650436,https://doi.org/10.1109/tencon.2018.8650436,Keng Peng Tee; Yan Wu,,,,,,,,31,,,crossref
548,assistive teleoperation robot,"Mapping, Localization and Navigation for an Assistive Mobile Robot in a Robot-Inclusive Space",2023,"Proceedings of the 20th International Conference on Informatics in Control, Automation and Robotics",10.5220/0012172900003543,https://doi.org/10.5220/0012172900003543,Prabhu Naraharisetti; Michael Saliba; Simon Fabri,,,,,,,,31,,,crossref
228,authority transfer robot,Recognition and Identification of Intentional Blocking in Social Navigation,2024,Proceedings of the 2024 International Symposium on Technological Advances in Human-Robot Interaction,10.1145/3648536.3648549,https://doi.org/10.1145/3648536.3648549,Reuth Mirsky; Einav Shpiro,,,,,,,,31,,,crossref
827,human-robot shared control,Adapting Robot Actions to Human Intentions in Dynamic Shared Environments,2025,2025 20th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1109/hri61500.2025.10974178,https://doi.org/10.1109/hri61500.2025.10974178,Debasmita Ghose,,,,,,,,31,,,crossref
439,shared control robot manipulation,An Adaptive Shared Control Frame and Feedback Rendering in Interactive Robot‐Assisted Surgical Manipulation,2025,The International Journal of Medical Robotics and Computer Assisted Surgery,10.1002/rcs.70069,https://doi.org/10.1002/rcs.70069,Hao Ren; Li Zhichao; Qingyuan Wu; Xiaodong Ma; Dan Wu,,,,,,,,31,,,crossref
7,shared autonomy,Enhancing Shared Autonomy in Teleoperation under Network Delay: Transparency- and Confidence-Aware Arbitration_supp1-3596436.mp4,2025,,10.1109/lra.2025.3596436/mm1,https://doi.org/10.1109/lra.2025.3596436/mm1,Basak Gulecyuz,,,,,,,,31,,,crossref
1082,robot assistance handover authority,Information provision-timing control for informational assistance robot,2011,Proceedings of the 6th international conference on Human-robot interaction,10.1145/1957656.1957760,https://doi.org/10.1145/1957656.1957760,Hiroaki Sugiyama; Yasuhiro Minami,,,,,,,,30,,,crossref
823,human-robot shared control,Human-machine interaction as key technology for driverless driving - A trajectory-based shared autonomy control approach,2012,2012 IEEE RO-MAN: The 21st IEEE International Symposium on Robot and Human Interactive Communication,10.1109/roman.2012.6343867,https://doi.org/10.1109/roman.2012.6343867,S. Gnatzig; F. Schuller; M. Lienkamp,,,,,,,,30,,,crossref
527,assistive teleoperation robot,Learning assistive teleoperation behaviors from demonstration,2016,"2016 IEEE International Symposium on Safety, Security, and Rescue Robotics (SSRR)",10.1109/ssrr.2016.7784308,https://doi.org/10.1109/ssrr.2016.7784308,Ioannis Havoutis; Sylvain Calinon,,,,,,,,30,,,crossref
1049,robot assistance handover authority,Robot assistance in medication management tasks,2016,2016 11th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1109/hri.2016.7451897,https://doi.org/10.1109/hri.2016.7451897,Jason R. Wilson,,,,,,,,30,,,crossref
1054,robot assistance handover authority,Coupling of Arm Movements during Human-Robot Interaction: the handover case,2019,2019 28th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),10.1109/ro-man46459.2019.8956352,https://doi.org/10.1109/ro-man46459.2019.8956352,Nuno Ferreira Duarte; Mirko Raković; José Santos-Victor,,,,,,,,30,,,crossref
1105,robot assistance handover authority,Progress in Human-Robot Collaboration for Object Handover,2019,2019 IEEE International Symposium on Measurement and Control in Robotics (ISMCR),10.1109/ismcr47492.2019.8955665,https://doi.org/10.1109/ismcr47492.2019.8955665,Daniel Leal; Yimesker Yihun,,,,,,,,30,,,crossref
1064,robot assistance handover authority,Human-Robot Interaction in Rehabilitation and Assistance: a Review,2020,Current Robotics Reports,10.1007/s43154-020-00015-4,https://doi.org/10.1007/s43154-020-00015-4,Abolfazl Mohebbi,,,,,,,,30,,,crossref
151,control authority,"Self-Control, Cooperation, and Intention’s Authority",2020,Surrounding Self-Control,10.1093/oso/9780197500941.003.0017,https://doi.org/10.1093/oso/9780197500941.003.0017,Lilian O’Brien,,,,,,,,30,,,crossref
816,human-robot shared control,A Barrier Pair Method for Safe Human-Robot Shared Autonomy,2021,2021 60th IEEE Conference on Decision and Control (CDC),10.1109/cdc45484.2021.9682961,https://doi.org/10.1109/cdc45484.2021.9682961,Binghan He; Mahsa Ghasemi; Ufuk Topcu; Luis Sentis,,,,,,,,30,,,crossref
1020,robot assistance handover authority,Handover Control for Human-Robot and Robot-Robot Collaboration,2021,Frontiers in Robotics and AI,10.3389/frobt.2021.672995,https://doi.org/10.3389/frobt.2021.672995,Marco Costanzo; Giuseppe De Maria; Ciro Natale,,,,,,,,30,,,crossref
1080,robot assistance handover authority,Robot Imitating Human for Assistance and Companionship,2021,Companion of the 2021 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3434074.3446958,https://doi.org/10.1145/3434074.3446958,Aman Manoj Dhadge,,,,,,,,30,,,crossref
1069,robot assistance handover authority,Longitudinal Proactive Robot Assistance,2023,Companion of the 2023 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3568294.3579982,https://doi.org/10.1145/3568294.3579982,Maithili Patel,,,,,,,,30,,,crossref
1044,robot assistance handover authority,Anticipation and Proactivity. Unraveling Both Concepts in Human-Robot Interaction through a Handover Example,2024,2024 33rd IEEE International Conference on Robot and Human Interactive Communication (ROMAN),10.1109/ro-man60168.2024.10731441,https://doi.org/10.1109/ro-man60168.2024.10731441,J. E. Domínguez-Vidal; Alberto Sanfeliu,,,,,,,,30,,,crossref
1076,robot assistance handover authority,Compliant Blind Handover Control for Human-Robot Collaboration,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10801955,https://doi.org/10.1109/iros58592.2024.10801955,Davide Ferrari; Andrea Pupa; Cristian Secchi,,,,,,,,30,,,crossref
1087,robot assistance handover authority,Human-Robot Ergonomic Handover via Deep Neural Network Based Adaptive Integral Sliding Mode Control,2024,2024 European Control Conference (ECC),10.23919/ecc64448.2024.10591313,https://doi.org/10.23919/ecc64448.2024.10591313,Nikolas Sacchi; Edoardo Vacchini; Antonella Ferrara,,,,,,,,30,,,crossref
1015,robot assistance handover authority,Presentation of Robot-Intended Handover Position using Vibrotactile Interface during Robot-to-Human Handover Task,2024,Proceedings of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3610977.3634935,https://doi.org/10.1145/3610977.3634935,Muhammad Akmal Bin Mohammed Zaffir; Takahiro Wada,,,,,,,,30,,,crossref
1092,robot assistance handover authority,Robot-Mediated Assistance: Opportunities and Challenges in Computer Vision and Human-Robot Interaction,2024,Computer Vision,10.1201/9781003328957-8,https://doi.org/10.1201/9781003328957-8,Md Alimoor Reza; Syed Masum Billah,,,,,,,,30,,,crossref
1072,robot assistance handover authority,Soft Human-Robot Handover Using a Vision-Based Pipeline,2025,IEEE Robotics and Automation Letters,10.1109/lra.2024.3511415,https://doi.org/10.1109/lra.2024.3511415,Chiara Castellani; Enrico Turco; Valerio Bo; Monica Malvezzi; Domenico Prattichizzo; Gabriele Costante,,,,,,,,30,,,crossref
1060,robot assistance handover authority,Model predictive game control for intuitive movement assistance during human-robot interaction,2026,,10.70675/aa2f0eaaz2c32z4c8ezb230z2470a4596f9a,https://doi.org/10.70675/aa2f0eaaz2c32z4c8ezb230z2470a4596f9a,; Abdelwaheb Hafs,,,,,,,,30,,,crossref
939,physical human robot interaction autonomy,Human-Robot Mutual Adaptation in Shared Autonomy,2017,Proceedings of the 2017 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/2909824.3020252,https://doi.org/10.1145/2909824.3020252,Stefanos Nikolaidis; Yu Xiang Zhu; David Hsu; Siddhartha Srinivasa,,,,,,,,29,,,crossref
402,shared control robot manipulation,Mobile Assistive Robot with Shared Control,2018,,10.22215/etd/2014-10295,https://doi.org/10.22215/etd/2014-10295,Huanran Wang,,,,,,,,29,,,crossref
328,teleoperation intent inference,Intent-Aware Predictive Haptic Guidance and its Application to Shared Control Teleoperation,2021,2021 30th IEEE International Conference on Robot &amp; Human Interactive Communication (RO-MAN),10.1109/ro-man50785.2021.9515326,https://doi.org/10.1109/ro-man50785.2021.9515326,Kim Tien Ly; Mithun Poozhiyil; Harit Pandya; Gerhard Neumann; Ayse Kucukyilmaz,,,,,,,,29,,,crossref
64,shared autonomy,Project 1.27 Mutually-Adaptive Shared Control between Human Operators and Autonomy in Ground Vehicles,2021,,10.26226/morressier.608c2248dc2fa1af562471b0,https://doi.org/10.26226/morressier.608c2248dc2fa1af562471b0,Yifan Weng; Ruikun Luo; Tulga Ersal; Jeffrey Stein; X. Jessie Yang,,,,,,,,29,,,crossref
1083,robot assistance handover authority,Court or other authority for certain functions of arbitration assistance and supervision,2022,Hearings and written proceedings,10.4337/9781788110341.00018,https://doi.org/10.4337/9781788110341.00018,,,,,,,,,29,,,crossref
1099,robot assistance handover authority,Predictive and Robust Robot Assistance for Sequential Manipulation,2023,IEEE Robotics and Automation Letters,10.1109/lra.2023.3320029,https://doi.org/10.1109/lra.2023.3320029,Theodoros Stouraitis; Michael Gienger,,,,,,,,29,,,crossref
318,teleoperation intent inference,Towards estimation of human intent in assistive robotic teleoperation using kinaesthetic and visual feedback,2023,2023 IEEE/CVF International Conference on Computer Vision Workshops (ICCVW),10.1109/iccvw60793.2023.00207,https://doi.org/10.1109/iccvw60793.2023.00207,Muneeb Ahmed; Brejesh Lall; Rajesh Kumar; Arzad A. Kherani,,,,,,,,29,,,crossref
932,physical human robot interaction autonomy,SARI: Shared Autonomy across Repeated Interaction,2024,ACM Transactions on Human-Robot Interaction,10.1145/3651994,https://doi.org/10.1145/3651994,Ananth Jonnavittula; Shaunak A. Mehta; Dylan P. Losey,,,,,,,,29,,,crossref
68,shared autonomy,A Probabilistic Inference Approach for Skill-Based Shared Autonomy in Assistive Robotic Manipulation_supp1-3595044.mp4,2025,,10.1109/lra.2025.3595044/mm1,https://doi.org/10.1109/lra.2025.3595044/mm1,Chao Jiang,,,,,,,,29,,,crossref
745,authority allocation robot,Professional Authority and Resource Allocation: Treasurers and Politics in UK Local Governments,1989,Critical Perspectives in Management Control,10.1007/978-1-349-07658-1_14,https://doi.org/10.1007/978-1-349-07658-1_14,David Rosenberg,,,,,,,,28,,,crossref
452,shared control robot manipulation,Argumentation-Based Dialogue Games for Shared Control in Human-Robot Systems,2015,Journal of Human-Robot Interaction,10.5898/jhri.4.3.sklar,https://doi.org/10.5898/jhri.4.3.sklar,Elizabeth I. Sklar; M. Q. Azhar,,,,,,,,28,,,crossref
448,shared control robot manipulation,Considering avoidance and consistency in motion planning for human-robot manipulation in a shared workspace,2016,2016 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2016.7487584,https://doi.org/10.1109/icra.2016.7487584,Rafi Hayne; Ruikun Luo; Dmitry Berenson,,,,,,,,28,,,crossref
424,shared control robot manipulation,Breaking the Human-Robot Deadlock: Surpassing Shared Control Performance Limits with Sparse Human-Robot Interaction,2017,Robotics: Science and Systems XIII,10.15607/rss.2017.xiii.005,https://doi.org/10.15607/rss.2017.xiii.005,Peter Trautman,,,,,,,,28,,,crossref
822,human-robot shared control,A Novel Shared Position Control Method for Robot Navigation Via Low Throughput Human-Machine Interfaces,2018,2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros.2018.8593921,https://doi.org/10.1109/iros.2018.8593921,Dmitry A. Sinyukov; Taskin Padir,,,,,,,,28,,,crossref
433,shared control robot manipulation,Eye-Hand Behavior in Human-Robot Shared Manipulation,2018,Proceedings of the 2018 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3171221.3171287,https://doi.org/10.1145/3171221.3171287,Reuben M. Aronson; Thiago Santini; Thomas C. Kübler; Enkelejda Kasneci; Siddhartha Srinivasa; Henny Admoni,,,,,,,,28,,,crossref
407,shared control robot manipulation,A Fuzzy Inference Approach to Control Robot Speed in Human-robot Shared Workspaces,2019,"Proceedings of the 16th International Conference on Informatics in Control, Automation and Robotics",10.5220/0007838700780087,https://doi.org/10.5220/0007838700780087,Angelo Campomaggiore; Marco Costanzo; Gaetano Lettera; Ciro Natale,,,,,,,,28,,,crossref
798,human-robot shared control,Unified Human-Robot Shared Control with Application to Haptic Telemanipulation,2019,2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros40897.2019.8967719,https://doi.org/10.1109/iros40897.2019.8967719,Cheong Min Ting Samuel; Keng Peng Tee,,,,,,,,28,,,crossref
464,shared control robot manipulation,Evaluation of Human-Robot Object Co-manipulation Under Robot Impedance Control,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra40945.2020.9197329,https://doi.org/10.1109/icra40945.2020.9197329,Martin Mujica; Mourad Benoussaad; Jean-Yves Fourquet,,,,,,,,28,,,crossref
803,human-robot shared control,3D Guidance Navigation and Human-Robot Shared Control for Motor Graders in Field Operation,2022,2022 8th International Conference on Mechatronics and Robotics Engineering (ICMRE),10.1109/icmre54455.2022.9734104,https://doi.org/10.1109/icmre54455.2022.9734104,Peng Qi; Liang Gong,,,,,,,,28,,,crossref
645,robot arbitration human control,Augmenting Human Policies using Riemannian Metrics for Human-Robot Shared Control,2023,2023 32nd IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),10.1109/ro-man57019.2023.10309363,https://doi.org/10.1109/ro-man57019.2023.10309363,Yoojin Oh; Jean-Claude Passy; Jim Mainprice,,,,,,,,28,,,crossref
419,shared control robot manipulation,The Impacts of Unreliable Autonomy in Human-Robot Collaboration on Shared and Supervisory Control for Remote Manipulation,2023,IEEE Robotics and Automation Letters,10.1109/lra.2023.3287039,https://doi.org/10.1109/lra.2023.3287039,Tsung-Chi Lin; Achyuthan Unni Krishnan; Zhi Li,,,,,,,,28,,,crossref
468,shared control robot manipulation,Virtual-Fixture-Based Osteotomy Shared Control: A Framework for Human-Robot Shared Surgical Osteotomy Manipulation,2023,IEEE Transactions on Medical Robotics and Bionics,10.1109/tmrb.2023.3320520,https://doi.org/10.1109/tmrb.2023.3320520,Huanyu Tian; Zhe Han; Yang Wang; Xiaolong Zhu; Weijun Zhang; Zhengjie Wang,,,,,,,,28,,,crossref
395,shared control robot manipulation,EMG-Based Shared Control Framework for Human-Robot Co-Manipulation Tasks,2024,"Proceedings of the 21st International Conference on Informatics in Control, Automation and Robotics",10.5220/0012943600003822,https://doi.org/10.5220/0012943600003822,Francesca Patriarca; Paolo Di Lillo; Filippo Arrichiello,,,,,,,,28,,,crossref
445,shared control robot manipulation,Robot Navigation in Human-Robot Shared Environments Based on Social Interaction Model,2024,2024 36th Chinese Control and Decision Conference (CCDC),10.1109/ccdc62350.2024.10588141,https://doi.org/10.1109/ccdc62350.2024.10588141,Mingjia Guo; Baozhu Zhang,,,,,,,,28,,,crossref
474,shared control robot manipulation,"Toward Human-Robot Teaming for Robot Navigation Using Shared Control, Digital Twin, and Self-Supervised Traversability Prediction",2024,2024 IEEE Conference on Telepresence,10.1109/telepresence63209.2024.10841690,https://doi.org/10.1109/telepresence63209.2024.10841690,Trung Kien La; Eric Guiffo Kaigom,,,,,,,,28,,,crossref
196,control authority,Low-authority control of large space structures by using tendon control system,1987,"Guidance, Navigation and Control Conference",10.2514/6.1987-2249,https://doi.org/10.2514/6.1987-2249,Y. MUROTSU; H. OKUBO,,,,,,,,27,,,crossref
796,human-robot shared control,Human-Robot Shared Control for Robot-Assisted Endoscopy of the Spinal Cord,2006,"The First IEEE/RAS-EMBS International Conference on Biomedical Robotics and Biomechatronics, 2006. BioRob 2006.",10.1109/biorob.2006.1639145,https://doi.org/10.1109/biorob.2006.1639145,U. Bertocchi; L. Ascari; C. Stefanini; C. Laschi; P. Dario,,,,,,,,27,,,crossref
556,assistive teleoperation robot,Contact Task by Force Feedback Teleoperation Under Communication Time Delay,2007,Human Robot Interaction,10.5772/5196,https://doi.org/10.5772/5196,Masahiro Nohmi; Thomas Bock,,,,,,,,27,,,crossref
788,human-robot shared control,Shared-Control Paradigms in Multi-Operator-Single-Robot Teleoperation,2009,Cognitive Systems Monographs,10.1007/978-3-642-10403-9_6,https://doi.org/10.1007/978-3-642-10403-9_6,Daniela Feth; Binh An Tran; Raphaela Groten; Angelika Peer; Martin Buss,,,,,,,,27,,,crossref
829,human-robot shared control,Haptic Shared Control in Steering Operation Based on Cooperative Status Between a Driver and a Driver Assistance System,2015,Journal of Human-Robot Interaction,10.5898/4.3.nishimura,https://doi.org/10.5898/4.3.nishimura,Ryota Nishimura; Takahiro Wada; Seiji Sugiyama,,,,,,,,27,,,crossref
785,human-robot shared control,Learning Assistance by Demonstration: Smart Mobility With Shared Control and Paired Haptic Controllers,2015,Journal of Human-Robot Interaction,10.5898/jhri.4.3.soh,https://doi.org/10.5898/jhri.4.3.soh,Harold Soh; Yiannis Demiris,,,,,,,,27,,,crossref
241,authority transfer robot,A Method for Derivation of Robot Task-Frame Control Authority from Repeated Sensory Observations,2017,IEEE Robotics and Automation Letters,10.1109/lra.2017.2651368,https://doi.org/10.1109/lra.2017.2651368,Luka Peternel; Leonel Rozo; Darwin Caldwell; Arash Ajoudani,,,,,,,,27,,,crossref
817,human-robot shared control,A Blended Human-Robot Shared Control Framework to Handle Drift and Latency,2019,"2019 IEEE International Symposium on Safety, Security, and Rescue Robotics (SSRR)",10.1109/ssrr.2019.8848977,https://doi.org/10.1109/ssrr.2019.8848977,Anas Abou Allaban; Velin Dimitrov; Taskin Padir,,,,,,,,27,,,crossref
360,teleoperation intent inference,A Multimodal and Hybrid Framework for Human Navigational Intent Inference,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros51168.2021.9635900,https://doi.org/10.1109/iros51168.2021.9635900,Zhitian Zhang; Jimin Rhim; Angelica Lim; Mo Chen,,,,,,,,27,,,crossref
334,teleoperation intent inference,Human Navigational Intent Inference with Probabilistic and Optimal Approaches,2022,2022 International Conference on Robotics and Automation (ICRA),10.1109/icra46639.2022.9811883,https://doi.org/10.1109/icra46639.2022.9811883,Pedram Agand; Mahdi Taherahmadi; Angelica Lim; Mo Chen,,,,,,,,27,,,crossref
503,assistive teleoperation robot,Cross-Robot-Interface Teleoperation Framework towards Implementation-Friendly Human-Robot Collaboration,2025,,10.36227/techrxiv.176315835.52640667/v1,https://doi.org/10.36227/techrxiv.176315835.52640667/v1,Shunki Itadera,,,,,,,,27,,,crossref
641,robot arbitration human control,Human-in-the-loop simulation for adaptive assistive robots: personalising human models and robot control,2026,,10.32657/10356/210621,https://doi.org/10.32657/10356/210621,; Stephen Sherwin Chan,,,,,,,,27,,,crossref
